"Year","Gross","Net","Conventional.Accounting","Economic.Sector","Sector","Category","Sub.Category.1","Sub.Category.2","Sub.Category.3","Gas","MT.CO2e.AR5.20.yr","MT.CO2e.AR4.100.yr","Average_Fahrenheit_Temperature"
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","LPG","CO2",88698,88698,53.6
1992,"Yes","Yes","No","Industry","Energy","Imported Fossil Fuels","Other Fossil Fuel Use","Not Applicable","Residual Fuel","N2O",0,0,53.6
1992,"Yes","Yes","No","Industry","Energy","Imported Fossil Fuels","Other Fossil Fuel Use","Not Applicable","Special Naphthas","N2O",0,0,53.6
1992,"Yes","Yes","No","Industry","Energy","Imported Fossil Fuels","Other Fossil Fuel Use","Not Applicable","Waxes","N2O",0,0,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Electricity","Not Applicable","Coal","CH4",9729524,3243175,53.6
1992,"Yes","Yes","Yes","Electricity","Energy","Fuel Combustion","Electricity","Not Applicable","Coal","CO2",26474373,26474373,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Road","CNG","CO2",76,76,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Road","Gasoline","CH4",7732264,2577421,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Road","Diesel","CH4",1178470,392823,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Road","CNG","CH4",254,85,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Road","Gasoline","N2O",40231,40383,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Road","Diesel","N2O",4719,4737,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Road","CNG","N2O",0,0,53.6
1992,"Yes","No","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Road","Diesel","Biogenic CO2",0,0,53.6
1992,"Yes","No","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Road","Gasoline","Biogenic CO2",0,0,53.6
1992,"Yes","No","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Road","CNG","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Aviation","Aviation Gasoline","CO2",7589,7589,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Aviation","Jet Fuel","CO2",758424,758424,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Aviation","Aviation Gasoline","CH4",6929,2310,53.6
1992,"Yes","Yes","Yes","Electricity","Energy","Fuel Combustion","Electricity","Not Applicable","Residual Fuel","N2O",15123,15180,53.6
1992,"Yes","Yes","Yes","Electricity","Energy","Fuel Combustion","Electricity","Not Applicable","Wood","CH4",5195,1732,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Aviation","Jet Fuel","N2O",2389,2398,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Railroad","Distillate Fuel","CO2",69583,69583,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Railroad","Distillate Fuel","CH4",47959,15986,53.6
1992,"Yes","Yes","Yes","Buildings","Energy","Fuel Combustion","Residential","Not Applicable","Coal","CH4",32570,10857,53.6
1992,"Yes","Yes","Yes","Buildings","Energy","Fuel Combustion","Residential","Not Applicable","Coal","N2O",512,514,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Military","Distillate Fuel","CO2",15839,15839,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Military","Residual Fuel","CO2",12695,12695,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Military","Distillate Fuel","CH4",10917,3639,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Military","Residual Fuel","CH4",10617,3539,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Military","Distillate Fuel","N2O",44,44,53.6
1992,"Yes","Yes","Yes","Buildings","Energy","Fuel Combustion","Residential","Not Applicable","Kerosene","N2O",1187,1191,53.6
1992,"Yes","Yes","Yes","Buildings","Energy","Fuel Combustion","Residential","Not Applicable","LPG","CO2",1098949,1098949,53.6
1992,"Yes","No","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Military","Residual Fuel","Biogenic CO2",0,0,53.6
1992,"No","No","No","Excluded","Energy","Imported Fossil Fuels","Transportation","Bunker (Vessel)","Distillate Fuel","CO2",39039,39039,53.6
1992,"No","No","No","Excluded","Energy","Imported Fossil Fuels","Transportation","Bunker (Vessel)","Residual Fuel","CO2",218494,218494,53.6
1992,"Yes","Yes","Yes","Buildings","Energy","Fuel Combustion","Residential","Not Applicable","Natural Gas","CH4",172719,57573,53.6
1992,"Yes","Yes","Yes","Buildings","Energy","Fuel Combustion","Residential","Not Applicable","Natural Gas","N2O",10857,10898,53.6
1992,"No","No","No","Excluded","Energy","Imported Fossil Fuels","Transportation","Bunker (Vessel)","Distillate Fuel","N2O",108,108,53.6
1992,"No","No","No","Excluded","Energy","Imported Fossil Fuels","Transportation","Bunker (Vessel)","Residual Fuel","N2O",694,697,53.6
1992,"No","No","No","Excluded","Energy","Imported Fossil Fuels","Transportation","Bunker (Vessel)","Distillate Fuel","Biogenic CO2",0,0,53.6
1992,"No","No","No","Excluded","Energy","Imported Fossil Fuels","Transportation","Bunker (Aircraft)","Jet Fuel","CO2",1475039,1475039,53.6
1992,"No","No","No","Excluded","Energy","Imported Fossil Fuels","Transportation","Bunker (Aircraft)","Jet Fuel","CH4",1346759,448920,53.6
1992,"No","No","No","Excluded","Energy","Imported Fossil Fuels","Transportation","Bunker (Aircraft)","Jet Fuel","N2O",4647,4664,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Other","Distillate Fuel","CO2",100485,100485,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Other","Distillate Fuel","CH4",69257,23086,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Other","Distillate Fuel","N2O",277,278,53.6
1992,"Yes","No","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Other","Distillate Fuel","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Industrial/Commercial","Gasoline","CO2",34942,34942,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Industrial/Commercial","Gasoline","CH4",18435,6145,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Industrial/Commercial","Gasoline","N2O",96,96,53.6
1992,"Yes","Yes","Yes","Buildings","Energy","Fuel Combustion","Commercial","Not Applicable","LPG","CH4",2197,732,53.6
1992,"Yes","Yes","Yes","Buildings","Energy","Fuel Combustion","Commercial","Not Applicable","LPG","N2O",138,139,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Construction","Gasoline","CH4",21820,7273,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Construction","Gasoline","N2O",114,114,53.6
1992,"Yes","No","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Construction","Gasoline","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","Yes","Buildings","Energy","Fuel Combustion","Commercial","Not Applicable","Residual Fuel","CO2",7446630,7446630,53.6
1992,"Yes","Yes","Yes","Buildings","Energy","Fuel Combustion","Commercial","Not Applicable","Residual Fuel","CH4",87885,29295,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Agricultural","Gasoline","N2O",119,120,53.6
1992,"Yes","No","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Agricultural","Gasoline","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Public Nonhighway","Gasoline","CO2",60314,60314,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Public Nonhighway","Gasoline","CH4",31821,10607,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Public Nonhighway","Gasoline","N2O",166,166,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Industrial","Not Applicable","Asphalt and Road Oil","CH4",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Industrial","Not Applicable","Asphalt and Road Oil","N2O",0,0,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Miscellaneous/Unclassified","Gasoline","CH4",6987,2329,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Miscellaneous/Unclassified","Gasoline","N2O",36,36,53.6
1992,"Yes","No","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Miscellaneous/Unclassified","Gasoline","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Industrial","Not Applicable","Coal - Other","CO2",3818670,3818670,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Industrial","Not Applicable","Coal - Other","CH4",35692,11897,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Lawn and Garden","Gasoline","N2O",780,783,53.6
1992,"Yes","No","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Lawn and Garden","Gasoline","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Marine/Boating","Gasoline","CO2",128995,128995,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Marine/Boating","Gasoline","CH4",68055,22685,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Marine/Boating","Gasoline","N2O",354,355,53.6
1992,"Yes","No","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Marine/Boating","Gasoline","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Recreational Vehicle","Gasoline","CO2",124675,124675,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Recreational Vehicle","Gasoline","CH4",65776,21925,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Recreational Vehicle","Gasoline","N2O",342,344,53.6
1992,"Yes","No","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Recreational Vehicle","Gasoline","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","No","Industry","Energy","Imported Fossil Fuels","Transportation","Nonroad - Pipelines","Natural Gas","CO2",69203,69203,53.6
1992,"Yes","Yes","No","Industry","Energy","Imported Fossil Fuels","Transportation","Nonroad - Pipelines","Natural Gas","CH4",231723,77241,53.6
1992,"Yes","Yes","No","Industry","Energy","Imported Fossil Fuels","Transportation","Nonroad - Pipelines","Natural Gas","N2O",209,209,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Industrial","Not Applicable","Lubricants (Transportation)","CO2",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Industrial","Not Applicable","Lubricants (Transportation)","CH4",0,0,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Net Electricity Imports","Not Applicable","Natural Gas","CO2",44989,44989,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Net Electricity Imports","Not Applicable","Petroleum Coke","CO2",3207,3207,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Net Electricity Imports","Not Applicable","Residual Fuel","CO2",35783,35783,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Industrial","Not Applicable","Miscellaneous Petroleum Products","N2O",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Industrial","Not Applicable","Natural Gas","CO2",7813269,7813269,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Net Electricity Imports","Not Applicable","Natural Gas","CH4",317209,105736,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Net Electricity Imports","Not Applicable","Petroleum Coke","CH4",2624,875,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Net Electricity Imports","Not Applicable","Residual Fuel","CH4",28531,9510,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Net Electricity Imports","Not Applicable","Coal","N2O",763,766,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Net Electricity Imports","Not Applicable","Distillate Fuel","N2O",35,35,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Industrial","Not Applicable","Residual Fuel","CO2",1444796,1444796,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Industrial","Not Applicable","Residual Fuel","CH4",5115,1705,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Net Electricity Imports","Not Applicable","Residual Fuel","N2O",114,115,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Coal","CO2",0,0,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Distillate Fuel","CO2",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Industrial","Not Applicable","Special Naphthas","N2O",19,19,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Industrial","Not Applicable","Waxes","CO2",0,0,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Residual Fuel","CO2",0,0,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Coal","CH4",0,0,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Distillate Fuel","CH4",0,0,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Natural Gas","CH4",1863528,621176,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Petroleum Coke","CH4",2299,766,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Residual Fuel","CH4",0,0,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Coal","N2O",0,0,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Distillate Fuel","N2O",0,0,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Natural Gas","N2O",810,813,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Petroleum Coke","N2O",9,9,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Direct Electricity Imports","Not Applicable","Residual Fuel","N2O",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Coal - Coking","N2O",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Coal - Other","CO2",21256,21256,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Coal - Other","N2O",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Distillate Fuel","CO2",3518,3518,53.6
1992,"Yes","Yes","Yes","Transportation","IPPU","Product Use","ODS Substitutes","Transportation Refrigeration","Not Applicable","HFCs",0,0,53.6
1992,"No","Yes","Yes","Net Emissions","AFOLU","Land","Flooded Land","Flooded Land Remaining Flooded Land","Not Applicable","CH4",2074876,691625,53.6
1992,"Yes","No","No","Transportation","Energy","Fuel Combustion","Transportation","Road","Diesel","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Kerosene","CH4",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Kerosene","N2O",0,0,53.6
1992,"Yes","Yes","Yes","Industry","IPPU","Electronics Industry","Semiconductor Manufacturing","Not Applicable","Not Applicable","NF3",489,615,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Electricity","Not Applicable","Natural Gas","CO2",2985011,2985011,53.6
1992,"No","No","No","Excluded","AFOLU","Land","Wetlands","Waterbodies","Not Applicable","CH4",629974,209991,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Aviation","Aviation Gasoline","CH4",4166,1389,53.6
1992,"No","Yes","Yes","Net Emissions","AFOLU","Land","Flooded Land","Land Converted to Flooded Land","Not Applicable","CO2",8116,8116,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Lubricants","N2O",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Lubricants (Transportation)","CO2",405420,405420,53.6
1992,"Yes","Yes","No","Waste","Waste","Waste Combustion","Out-of-State Waste Combustion","Not Applicable","Not Applicable","CH4",17064,5688,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Public Nonhighway","Gasoline","CH4",4580,1527,53.6
1992,"Yes","Yes","No","Industry","Energy","Imported Fossil Fuels","Industrial","Not Applicable","Distillate Fuel","CO2",199324,199324,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Miscellaneous Petroleum Products","CH4",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Miscellaneous Petroleum Products","N2O",0,0,53.6
1992,"No","Yes","Yes","Net Emissions","AFOLU","Land","Settlements","Land Converted to Settlements","Not Applicable","CO2",1254713,1254713,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Fossil Fuels","Electricity","Not Applicable","Residual Fuel","N2O",6159,6183,53.6
1992,"Yes","Yes","Yes","Waste","Waste","Wastewater","Septic Systems","Not Applicable","Not Applicable","CH4",1114165,371388,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Military","Distillate Fuel","N2O",363,365,53.6
1992,"Yes","No","No","Transportation","Energy","Fuel Combustion","Transportation","Military","Distillate Fuel","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","No","Buildings","Energy","Imported Fossil Fuels","Residential","Not Applicable","LPG","CO2",303286,303286,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Petroleum Coke","N2O",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Residual Fuel","CO2",0,0,53.6
1992,"Yes","Yes","Yes","Industry","IPPU","Minerals","Soda Ash","Not Applicable","Not Applicable","CO2",184698,184698,53.6
1992,"Yes","Yes","Yes","Buildings","IPPU","Product Use","ODS Substitutes","Building HVAC","Not Applicable","HFCs",0,0,53.6
1992,"No","No","No","Excluded","Energy","Fuel Combustion","Transportation","Bunker (Vessel)","Distillate Fuel","N2O",895,899,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Special Naphthas","CH4",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Special Naphthas","N2O",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Waxes","CH4",0,0,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Other Fossil Fuel Use","Industrial","Not Applicable","Waxes","N2O",0,0,53.6
1992,"Yes","Yes","Yes","Buildings","IPPU","Product Use","ODS Substitutes","Other Building Appliances","Not Applicable","HFCs",0,0,53.6
1992,"No","Yes","Yes","Net Emissions","AFOLU","Land","Flooded Land","Land Converted to Flooded Land","Not Applicable","CH4",18799,6266,53.6
1992,"No","No","No","Excluded","Energy","Fuel Combustion","Transportation","Bunker (Aircraft)","Jet Fuel","N2O",106045,106446,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Road","Gasoline","CO2",51485097,51485097,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Road","Gasoline","CH4",1582635,527545,53.6
1992,"Yes","Yes","Yes","Industry","IPPU","Electronics Industry","Semiconductor Manufacturing","Not Applicable","Not Applicable","PFCs",25734,34843,53.6
1992,"Yes","No","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Military","Distillate Fuel","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","Yes","Waste","Waste","Waste Combustion","In-State Waste Combustion","Not Applicable","Not Applicable","N2O",47136,47315,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Industrial/Commercial","Gasoline","CH4",2535,845,53.6
1992,"Yes","Yes","Yes","Waste","Waste","Solid Waste Management","In-State Solid Waste Disposal","Not Applicable","Not Applicable","CH4",34485525,11495175,53.6
1992,"Yes","Yes","No","Industry","Energy","Imported Fossil Fuels","Industrial","Not Applicable","LPG","N2O",35,35,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Road","CNG","CO2",353,353,53.6
1992,"Yes","Yes","No","Waste","Waste","Waste Combustion","Out-of-State Waste Combustion","Not Applicable","Not Applicable","N2O",7083,7110,53.6
1992,"Yes","No","No","Electricity","Energy","Imported Electricity","Direct Electricity Imports","Not Applicable","All","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","No","Industry","Energy","Imported Fossil Fuels","Industrial","Not Applicable","Natural Gas","N2O",5082,5102,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Aviation","Aviation Gasoline","CO2",54181,54181,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Agricultural","Gasoline","CO2",154630,154630,53.6
1992,"Yes","No","No","Waste","Waste","Solid Waste Management","In-State Solid Waste Disposal","Not Applicable","Not Applicable","biogenic CO2",49255,49255,53.6
1992,"Yes","Yes","No","Buildings","Energy","Imported Fossil Fuels","Commercial","Not Applicable","Natural Gas","N2O",7705,7735,53.6
1992,"Yes","Yes","Yes","Waste","Waste","Wastewater","Septic Systems","Not Applicable","Not Applicable","N2O",84957,85279,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Public Nonhighway","Gasoline","CO2",214523,214523,53.6
1992,"Yes","Yes","Yes","Industry","IPPU","Metals","Aluminum","Not Applicable","Not Applicable","PFCs",658146,893424,53.6
1992,"Yes","No","No","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Public Nonhighway","Gasoline","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Railroad","Distillate Fuel","CH4",2351,784,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Railroad","Distillate Fuel","N2O",2364,2373,53.6
1992,"Yes","Yes","Yes","Industry","IPPU","Product Use","Nitrous Oxide","Not Applicable","Not Applicable","N2O",244554,245480,53.6
1992,"Yes","Yes","Yes","Buildings","IPPU","Product Use","ODS Substitutes","Other","Not Applicable","HFCs",92002,32252,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Lawn and Garden","Gasoline","CO2",1010984,1010984,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Lawn and Garden","Gasoline","CH4",21961,7320,53.6
1992,"Yes","Yes","Yes","Industry","IPPU","Metals","Aluminum","Not Applicable","Not Applicable","CO2",397209,397209,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Military","Residual Fuel","CH4",737,246,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Military","Residual Fuel","N2O",673,675,53.6
1992,"Yes","Yes","Yes","Buildings","IPPU","Product Use","ODS Substitutes","Industrial","Not Applicable","HFCs",0,0,53.6
1992,"No","Yes","Yes","Net Emissions","AFOLU","Land","Forest","Forest Fire","Not Applicable","CH4",0,0,53.6
1992,"Yes","No","No","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Marine/Boating","Gasoline","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Recreational Vehicle","Gasoline","CO2",443438,443438,53.6
1992,"No","No","No","Excluded","Energy","Fuel Combustion","Transportation","Bunker (Vessel)","Distillate Fuel","Biogenic CO2",0,0,53.6
1992,"Yes","Yes","Yes","Industry","IPPU","Electronics Industry","Semiconductor Manufacturing","Not Applicable","Not Applicable","SF6",5216,7004,53.6
1992,"Yes","Yes","No","Transportation","Energy","Imported Fossil Fuels","Transportation","Nonroad - Miscellaneous/Unclassified","Gasoline","CO2",13244,13244,53.6
1992,"Yes","Yes","No","Waste","Waste","Waste Combustion","Out-of-State Waste Combustion","Not Applicable","Not Applicable","CO2",259447,259447,53.6
1992,"Yes","Yes","Yes","Industry","Energy","Fuel Combustion","Transportation","Nonroad - Pipelines","Natural Gas","CH4",537,179,53.6
1992,"Yes","Yes","No","Waste","Waste","Solid Waste Management","Out-of-State Solid Waste Disposal","Not Applicable","Not Applicable","CH4",1809934,603311,53.6
1992,"Yes","Yes","No","Industry","Energy","Imported Fossil Fuels","Other Fossil Fuel Use","Not Applicable","Residual Fuel","CH4",0,0,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Other","Diesel","CO2",520881,520881,53.6
1992,"Yes","Yes","Yes","Waste","Waste","Wastewater","Centralized Wastewater","Not Applicable","Not Applicable","CH4",1230385,410128,53.6
1992,"Yes","Yes","No","Buildings","Energy","Imported Fossil Fuels","Commercial","Not Applicable","Distillate Fuel","CO2",1343100,1343100,53.6
1992,"Yes","Yes","No","Industry","Energy","Imported Fossil Fuels","Other Fossil Fuel Use","Not Applicable","Coal","N2O",7,7,53.6
1992,"Yes","Yes","Yes","Transportation","Energy","Fuel Combustion","Transportation","Nonroad - Industrial/Commercial","Gasoline","CO2",124279,124279,53.6
1992,"Yes","Yes","No","Electricity","Energy","Imported Electricity","Net Electricity Imports","Not Applicable","All","N2O",14334,14388,53.6
1992,"Yes","Yes","No","Industry","Energy","Imported Fossil Fuels","Industrial","Not Applicable","Distillate Fuel","N2O",550,552,53.6
